Date,Institution,Thought,Category,Label
2/8/2023,BMB,"So the Federal Reserve needs to push the unemployment rate up, generate more slack in the labor market, take wage inflation down.",Policy,Labor
2/8/2023,BMB,Financial conditions are sort of the way that monetary policy impulse gets translated to the real economy.,Economy,Financial Conditions
2/8/2023,BMB,So it's really important that the rise in short term rates affects bond prices and stock prices.,Economy,Interest Rates
2/8/2023,BMB,"It's a rise in long term interest rates, the rise in mortgage rates that's really cooled off housing.",Economy,Interest Rates
2/8/2023,BMB,"I think Paul basically is not that disturbed by the marginal easing and financial conditions we've had over the last few months because he knows that if the Fed keeps going, financial conditions probably won't ease much further and the Fed wizard will actually be able to get control of things.",Policy,Financial Conditions
2/8/2023,BMB,As long as that they're in restrictive territory that will slow the economy and bring inflation down.,Policy,Economy
2/8/2023,BMB,"I think if they are faced with stronger data, I think it's more likely that they extend the timing of how long monetary policy is restrictive as opposed to keep raising the rate higher and higher.",Policy,Hiking Cycle
2/8/2023,BMB,"Now obviously, if the economy stays really strong, then they're going to revise up their forecast of what interest rate peak is necessary to slow the economy.",Policy,Economy
2/8/2023,BMB,"The economy just has too much forward momentum to go into recession anytime soon. However, it is likely in the medium term.",Economy,Recession
2/8/2023,BMB,"And every time the Fed has pushed the unemployment rate up by more than half a percentage point, we've always ended up in recession.",Policy,Labor
2/8/2023,BMB,"So I think the financial system is stronger now, the banking system is in much better shape, much more capital, much more liquidity stress test, risk management. That's why the Federal Reserve is in some way in control of the process.",Economy,Banks
2/8/2023,CITI,"And I think that's what is difficult in analyzing this economy, that we had such big movements during the Pandemic period, big increases in savings built up. And we're trying to figure out now, as those things are moving in the opposite direction, savings, for instance, are coming down, how much of a tailwind that's going to be for demand and for spending and for price pressure. And going back to that jobs report, it looks like we may have more of a tailwind than we might have thought.",Economy,Labor
2/8/2023,CITI,"But if you look at those non shelter services, you look at services away from housing, those are still inflating at a rate of about 4% annualized.",Economy,Inflation
2/8/2023,CITI,"So it does look like maybe some of the biggest, most aggressive inflation on the good side has come off, but we still have the services inflation, and that's what's going to be sensitive to the labor market.",Economy,Inflation
2/8/2023,CITI,"But even 300,000 jobs a month would be enough to keep that unemployment rate moving down. It's already at a 50 year low.",Economy,Labor
2/8/2023,CITI,"It's hard to think that the strong labor market wouldn't create wage pressure, but we are seeing wage pressure actually decline.",Economy,Labor
2/8/2023,CITI,"One of the most interesting things in the data that we have this really tight labor market that's actually tightening further, and then across a range of measures we saw some softening in wages.",Economy,Labor
2/8/2023,CITI,"The March meeting is going to be really important because that's where Chair Powell isn't going to be able to do what he did in the interview yesterday and kind of say, well, let's let the data take us where it does. The FOMC will have to come out, and Fed officials broadly will have to come out with their projections for the economy, inflation, and importantly, for that terminal policy rate.",Policy,Hiking Cycle
2/8/2023,MS,"We've been cautioning against the fact that we think that this is yet another bear market rally, that if we were going to really materialize the soft landing, we would not be seeing negative earnings and year over year compares and not negative earnings guidance and negative earnings revisions.",Markets,Equity
2/8/2023,MS,So I'm heartened that maybe our clients are taking our cautionary view to heart.,Investments,Bonds
2/8/2023,MS,"They're also embracing for the first time, and would literally six, seven, eight years, a livable fixed income yield, meaning net of the expected inflation by the end of the year, which may be sub 4%, give them a positive real yield, and they don't need to take any duration risk.",Investments,Bonds
2/8/2023,MS,"So we've got folks piling into things like certificates of deposit, like money market funds, which I know in many eras we're not considered sexy products, but are satisfactory for a lot of investors right now.",Investments,CDs
2/8/2023,MS,"The problem is, right now we've got an inverted yield curve, and so you're not really getting paid any extra yield for taking on some of that duration risk.",Investments,Bonds
2/8/2023,MS,"The US equity market is fighting the Fed big time. There are some major disconnects in how the equity market is positioning itself. We saw a huge short covering rally. We saw a low quality dimension to the rally. And now most recently, we've seen cyclicals outperforming more defensive stocks. What's precarious about cyclical stocks performing is that we have almost all the cyclical linked indicators, meaning recession linked indicators, like the Index of Leading Economic Indicators, which has really plummeted, and yet it's disconnected from this cyclical outperformance.",Markets,Equity
2/8/2023,MS,There are these things called zero day to expiry options at the index level. It's getting a ton of attention. It has become an important marginal price setter.,Markets,Equity
2/8/2023,MS,Look at options volumes yesterday dominated by zero and one day to expiry SPY options. Higher rates have caused this unintended consequence as people have moved out of 0% money market funds deposited to places where they can get 4% interest and take 10% of their capital and trade options virtually for free every day.,Markets,Equity
2/8/2023,MS,"I do think that we're in a period of time where there are some of the speculative excesses going on. And right now, this issue of excess liquidity in markets of huge piles of cash still sitting on the sideline, it is there. This use of options and this willingness to take these kind of very high turnover strategies and to me that's an indication that liquidity is at play, that market stability will be raised again as an issue.",Markets,Equity
2/8/2023,MS,"And while Chair Powell did not want to address the realities of the fact that over the last four months financial conditions have massively eased, he has not answered the question.",Policy,Financial Conditions
2/8/2023,MS,"The reality is we're seeing these bizarre perturbations in markets, this speculative activity.",Markets,Equity
2/8/2023,SVB,"We've labeled this the third act of streaming. Your conversations today about the cost of money will affect this. Shocking how little cash they produce, even Walt Disney. So they have to use the next one or two years to consolidate, slow down content, spend rates, pricing. They need to change the dimension of their business quickly.",Corporate,Streaming
2/8/2023,SVB,"For years we were talking about content is king. You're willing to borrow whatever kind of money you need to, to invest in whatever kind of production you need to.",Corporate,Streaming
2/8/2023,SVB,Platform is king is the new mantra after content is king. You have to have a scaled platform distribution platform. You need to get the critical mass of enough people with a minimum amount of churn. There's a lot of average content that's sticky just because you have this scaled base where people come in every day to take a look at something.,Corporate,Streaming
2/8/2023,SVB,"Netflix has this constant shooting model where they basically putting shots on goal every day. The media industries don't have a model like that. They pick their franchises, they build them, they let them out slowly. Netflix has a model that's really hard to replicate. But these companies can't get there because their balance sheets are too restrictive.",Corporate,Streaming
2/8/2023,SVB,But I think you're going to see everyone start driving higher and higher revenues through pricing and advertising and then also using windowing to try to offload the cost of the content in older window.,Corporate,Streaming
2/7/2023,WLF,We have had the courage to be bearish for all of 2022.,Investments,Stocks
2/7/2023,WLF,Dichotomy of Powell concerned about the economy overheating and Biden touting job growth.,Policy,Economy
2/7/2023,WLF,"Subtle changes since the Fed meeting: 2-Year Treasury move, dollar has reversed, gold has come down.",Markets,Debt
2/7/2023,WLF,"You have a different message right now on the equity market between technicals and fundamentals. So there's only two themes that have driven this entire rally at the beginning of the year long duration assets and low quality. It's all the things you don't want to own basically, that were just either some form of a January effect, some form of short covering, or some form of just reversion to the mean after tax law selling. That's not really the basis for a good sustainable rally from here right now.",Markets,Equity
2/7/2023,WLF,The bottom line is you need the courage to buy quality right now. Quality is everything that wasn't this rally at the beginning of the year.,Investments,Stocks
2/7/2023,WLF,"You coiled the 50 day, 20 day and 200 day moving averages into a tight band that had to break out one way or the other. They broke to the upside here in the short term, but all near term indications suggest you're probably overbought at this level. So we would fade this latest rally.",Markets,Equity
2/7/2023,WLF,"We still think it's probably a bear market rally, a la four or five of them in 2022 and probably fails into resistance and eventually comes back down before you move higher.",Markets,Equity
2/7/2023,WLF,"The rally is giving you a second chance, you know, to unwind that lower quality if you want to, or you just reduce your equity positions. You take your risk budgets down in portfolios if you don't have them where you want to be. And then you hold that dry powder to your point of you're getting paid handsomely on the short side of the yield curve.",Investments,Stocks
2/7/2023,WLF,And you're actually for the first time in a long time getting positive real rates. So that gives you some nice carry while you wait out as this thing kind of the fundamentals catch up.,Investments,Bonds
2/7/2023,WLF,"Portfolio is definitely underweight equities, there's no doubt about it. So short term makes all kinds of sense.",Investments,Stocks
2/7/2023,WLF,"And the ten year peaked out on October 24. We went long duration on October 29, so we were five days late.",Investments,Bonds
2/7/2023,WLF,I'd be a little careful legging too far into the backside of yield curve.,Investments,Bonds
2/7/2023,WLF,We think the 10-Year trades between 340 and 390 for most of this year and back and forth. So I'd be a little careful here at the level we're at today.,Markets,Debt
2/7/2023,WLF,"If economic data keeps surprising to the upside, we have to price in more hikes. So good news, bad news.",Policy,Hiking Cycle
2/7/2023,WLF,"March rate hike is now basically a given, and then another 25 basis points in May, and it takes out any hope of cuts in the back half of the year.",Policy,Hiking Cycle
2/7/2023,WLF,"Earnings growth is just now turning negative. In the last 20-30 years, we've only seen that happen four times. Every time we've seen it happen, it ends up being a recession.",Corporate,Earnings
2/7/2023,WLF,You saw the Fed's senior loan survey. Financial conditions are tightening quickly.,Economy,Financial Conditions
2/7/2023,WLF,"So every time you think about a recession, you have three things that happen: You have interest rates have to go up, you have inflation spikes, and you have lending and conditions tighten.",Economy,Recession
2/7/2023,WLF,"The reality is the equity markets and the bond market have not believed the Fed up to this point. They just don't believe things like, the disinflationary process has started.",Markets,Equity
2/7/2023,WLF,So what the markets are missing is they keep using the inflation data on year over year.,Markets,Equity
2/7/2023,WLF,"So we're going to get there faster than what people think that's what we wrote in our 2023 economic outlook was, look, the great surprise this year is how fast inflation is going to come down.",Economy,Inflation
2/7/2023,RBC,"If we do go through a recession and the banks have been derisked because of the financial crisis and the stress test they go through every year, this will prove assuming they get through without having a major earnings problem. Assuming none of them cut their dividends, imagine what they're going to look like coming out of the next cycle if this all takes place.",Markets,Banks
2/7/2023,RBC,We could have a revaluation of banks coming out of this slowdown or recession as they become financial utilities assuming they don't blow up like they did in 08-09.,Markets,Banks
2/7/2023,RBC,"Last year in the second and third quarters, banks saw the biggest outflow of deposits on record going back to 1984.",Economy,Banks
2/7/2023,RBC,At what point do banks have to start attracting deposits with higher rates? It's really going to be the question in this high rate environment.,Economy,Banks
2/7/2023,RBC,"But we have to remind ourselves, if you go back to 2019, the system had just over $13 trillion of deposits and they were growing approximately 600 billion a year. Today the system is closer to $18 trillion because of QE. So I think you're going to see the continued outflow because of QE as now as QT.",Economy,Banks
2/7/2023,RBC,"But what's interesting is that the loan to deposit ratios are still very low. And so a normal loan to deposit ratio is over 90%, and the system today is under 70.",Economy,Banks
2/7/2023,RBC,"And one of the things that I find so amazing is Fed Funds rates have gone from zero to 25 basis points to 4 and 3 quarters, and there hasn't been any debacles yet. Nothing has blown up yet.",Economy,Interest Rates
2/7/2023,RBC,We do believe that loans to nondepository financial institutions could be the place where it blows up. Meaning loans to private equity companies. That's where the valuations have come down dramatically.,Markets,Banks
2/7/2023,RBC,"Anytime you have rapid loan growth in a specific asset class, that's where we take our nose to and we just haven't really seen it.",Markets,Banks
2/7/2023,RBC,"But there's cycles, as we all know, and there will be a capital market cycle. ECM will come back, IPOs will come back.",Markets,Banks
2/7/2023,VED,The current debt to GDP ratio is 124%.,Economy,GDP
2/7/2023,INV,But it seemed that the market took away the narrative that it wanted to find rather than really listening to what all of these central bank speakers gave us.,Policy,Hiking Cycle
2/7/2023,INV,"And I think if you look at the statements alone from all of these central banks, they lean hawkish.",Policy,Hiking Cycle
2/7/2023,INV,It seemed to shift to a singular focus on inflation versus before it's really been the dual mandate of inflation and we need to control the labor market.,Policy,Inflation
2/7/2023,INV,I think where I have trouble with the market's pricing and the market's narrative is about this turnaround easing in the second half of the year.,Policy,Hiking Cycle
2/7/2023,INV,"Even with a soft landing, if the Fed navigates a soft landing, there's not a real aggressive case for them to ease.",Policy,Economy
2/7/2023,INV,"Credit has rallied so hard, at least has talked about what's happened at investment grade, further down the quality spectrum to high yield as well.",Markets,Debt
2/7/2023,INV,"We've done a lot of work to reprice off of the extreme richness in the treasury market, but I don't think it's a duration trade as much from here.",Markets,Debt
2/7/2023,INV,"The underlying health of the corporate sector remains strong, and global growth, if we take a step back, looks a lot better than we thought we would be six months ago.",Corporate,Growth
2/7/2023,INV,"Six months ago, in the summer, we were talking about a massive energy crisis in Europe and a very deep recession. European growth has continued to beat impressed to the upside. China reopening has come to the table sooner than we expected. So I think that there's a lot of positive momentum.",Economy,China
2/7/2023,INV,"Credit is less appealing of the options for us. Duration trade worked well over last few months, but that's kind of over for now.",Investments,Bonds
2/7/2023,INV,Duration isn't so compelling here. I think it's more of a curve trade.,Investments,Bonds
2/7/2023,INV,I don't think that an inverted curve is sustainable in the long run.,Investments,Bonds
2/6/2023,RBC,I think there was a view that emerged over the weekend in Friday trading that the Fed may have to stay higher for longer.,Policy,Hiking Cycle
2/6/2023,RBC,I'm still in the camp that thinks we are closer to the end of this hiking cycle and we're going to get the pause.,Policy,Hiking Cycle
2/6/2023,RBC,"And for me, it really underscores the idea that this economy is very resilient.",Economy,Growth
2/6/2023,RBC,I think there could have been some labor hoarding.,Economy,Labor
2/6/2023,RBC,"But I think we just see this time and time again just evidence that the labor market is tight and that we are seeing if you look at some other reports, we're seeing some indications that wage growth is slowing. I think that's probably enough to help inflation come down.",Economy,Labor
2/6/2023,RBC,Roll-ups in small midcap space are potential catalysts for markets going forward and argues against the deeply bearish narrative in markets.,Corporate,M&A
2/6/2023,RBC,So one of the things we know about small cap companies is the quality is higher than it used to be.,Corporate,M&A
2/6/2023,RBC,"What we also know is that the price we're going to pay for either skirting the recession or a short shallow recession or a growth scare or whatever we end up calling this, is probably going to be that economic growth is subpar for a little bit in percentage terms.",Economy,Growth
2/6/2023,RBC,"Companies who have a lot of cash still sitting on their balance sheets, who have very good structures in terms of their debt profiles, will go out and buy some growth. And when you're looking at historically cheap valuations in small relative to large, it's something that simply makes sense.",Corporate,M&A
2/6/2023,RBC,If we're going back to rates we saw in the 70s of course that's going to slaughter PE multiples.,Markets,Equity
2/6/2023,RBC,We do have a couple of cuts baked in for the Fed at year end and it gets us to a 22x multiple.,Markets,Equity
2/6/2023,RBC,We also have the 10-Year Treasury at around 3.4% and inflation moderating to around 3%.,Economy,Inflation
2/6/2023,RBC,"So don't bake any cuts and keep that higher for longer. I'm still looking at a 20 plus PE multiple on a trailing basis on this year's earnings. So it hurts a little bit, but it doesn't hurt as much as people think if you go in and do the math.",Markets,Equity
2/6/2023,RBC,"Huge interest in China reopening thesis, but I think investors came into 2023 just wanting to do something new.",Investments,Stocks
2/6/2023,RBC,I think raising the geopolitical angst and talking about worsening relations between China and the US complicates the ability to play that trade.,Investments,Stocks
2/6/2023,RBC,China and US geopolitics is a more legitimate downside catalyst than earnings need to come down a little bit more.,Markets,China
2/6/2023,MAM,"517,000 jobs number was strong. I do think it's one of those reports that looks like a bit of a statistical aberration.",Economy,Labor
2/6/2023,MAM,We're now back to where money costs something.,Economy,Interest Rates
2/6/2023,MAM,"The question is, are you operating in a kind of business that can generate enough cash flow, that rates at 5% is unimportant? I think for a lot of the economy, it's really still okay.",Economy,Interest Rates
2/6/2023,MAM,"I don't think the sort of what we would call the sort of old economy has really been devastated by interest rates. I think the problem is much more in people who have been very creative with financial engineering attached to a business, which is a lot of a sort of Private Equity / Venture Capital portion of the economy there.",Economy,Interest Rates
2/6/2023,MAM,We're going to be around 5% until things start to fall apart.,Economy,Interest Rates
2/6/2023,MAM,China thesis has changed positively since they switched to a more manageable COVID policy and have gone loose monetarily. But the geopolitical aggravation is not fun.,Markets,China
2/6/2023,MAM,I think some of the markets surrounding China are investable. So I think Asia and the portions of the US market that feed into that are suddenly doing quite a lot better.,Investments,Stocks
2/6/2023,MAM,FTSE made an all time high on Friday record no one's talking.,Markets,Equity
2/6/2023,MAM,"So I think for a portion of global, economically sensitive equities the news has got materially better in the last four months.",Markets,Equity
2/6/2023,MAM,"I think it's really hard to decipher the signal from the noise, particularly short covering and some of the volatility. Some of the technicians I respect think they've seen enough to call this a new bull market. I don't.",Markets,Equity
2/6/2023,MAM,I think that the change in monetary policy last year still matters.,Markets,Equity
2/6/2023,MAM,"I think that we might be in this really weird situation that an index like the S&P 500 Equal might have finished its bear market last year, but the index we actually follow, which is the headline index, which is dominated by large cap tech, I think is still in the bear market.",Markets,Equity
2/6/2023,MAM,"I don't think the Nasdaq 100 is going to make a new high in 2023 because I think it was grotesquely overvalued when it did make its all time high and I think these sort of ten year bull markets when they end, take a long time to give you a new high it doesn't happen in ten months.",Markets,Equity
2/6/2023,MAM,"Weakness in crude oil prices since last summer was caused partly by what was going on in China, which we assume is getting better, but it was also caused by massive releases from the Strategic Petroleum Reserve.",Economy,Energy
2/6/2023,MAM,Analysts continue to turn bullish … 30-day moving average of number of S&P 500 members with higher analyst target prices has climbed to highest since August 2021.,Markets,Equity
2/6/2023,STC,China story is pretty hopeful really. We're looking for growth of 5.8%. We're pretty confident that we're going to see a real surge in consumer spending.,Economy,China
2/6/2023,STC,"And if we look back at what happened in the US and what happened in Europe in the immediate aftermath of the first Pandemic wave, helped of course by a lot of government spending, particularly in the US. There was a huge surge, 25% real terms increase in consumer spending from trough to peak in the first twelve months after that first Pandemic wave in the US. Around 15% in Europe. And I think we're going to see similarly large increases in spending that's going to drive the Chinese economy forward.",Economy,China
2/6/2023,STC,"Our own view is that the sort of growth we're going to see in China is not necessarily going to be driving commodity prices substantially higher. It's not going to be construction led, it's not going to be investment led, very much a consumer led and probably consumer services led boom.",Economy,China
2/6/2023,STC,There is a lot of dissonance between the strong labor markets that we see and this disinflationary push.,Economy,Labor
2/6/2023,STC,"But some concern that with the unemployment rate as low as it is, the lowest on record, that it's only a matter of time before you see wages catching up.",Economy,Labor
2/6/2023,STC,"The work week was up, the employment was strong, whichever measure, and even if you account for seasonal adjustments and the sort of population increase, it's difficult to poke a hole in that data.",Economy,Labor
2/6/2023,STC,It was a shock so many people got the jobs number wrong.,Economy,Labor
2/6/2023,STC,"So, clearly, second half of last year GDP growth was strong, but if you look at the real spending data, then they were weak for October, November, December, the surveys showing activity, pretty sluggish.",Economy,Growth
